Word,Frequency,Abc Hash,Qwerty Hash,As name
недобитая,2,422413518,226588847,0,0.0
недобрая,2,42241518,22658547,0,0.0
недоброе,2,42241542,22658552,0,0.0
недоброжелатели,2,422415422315233,226585562648268,0,0.0
недоброжелательно,5,42241542231523844,22658556264826825,0,0.0
недоброжелательного,2,4224154223152384414,2265855626482682525,0,0.0
недоброжелательное,2,422415422315238442,226585562648268252,0,0.0
недоброжелательство,4,4224154223152385514,2265855626482687845,0,0.0
недоброй,2,42241543,22658551,0,0.0
недобрый,2,42241573,22658541,0,0.0
недобрым,3,42241574,22658547,0,0.0
недоверие,11,422412532,226542582,0,0.0
недоверием,5,4224125324,2265425827,0,0.0
недоверия,6,422412538,226542587,0,0.0
недоверчив,2,4224125631,2265425784,0,0.0
недоверчиво,15,42241256314,22654257845,0,0.0
недоверчивое,2,422412563142,226542578452,0,0.0
недоверчивостью,2,422412563145588,226542578457888,0,0.0
недоволен,33,422414324,226545622,0,0.0
недовольна,7,4224143841,2265456824,0,0.0
недовольная,3,42241438418,22654568247,0,0.0
недовольно,18,4224143844,2265456825,0,0.0
недовольной,2,42241438443,22654568251,0,0.0
недовольны,12,4224143847,2265456824,0,0.0
недовольные,3,42241438472,22654568242,0,0.0
недовольный,19,42241438473,22654568241,0,0.0
недовольным,10,42241438474,22654568247,0,0.0
недовольными,2,422414384743,226545682478,0,0.0
недовольных,3,42241438476,22654568243,0,0.0
недовольство,15,422414385514,226545687845,0,0.0
недолго,31,4224314,2265625,0,0.0
недолгого,2,422431414,226562525,0,0.0
недолгой,2,42243143,22656251,0,0.0
недоложенного,2,4224342244414,2265656222525,0,0.0
недолюбливали,2,4224381331133,2265688684468,0,0.0
недомогание,4,42244411432,22657524282,0,0.0
недооцениваем,4,4224462431124,2265512284427,0,0.0
недооценивается,5,422446243112558,226551228442877,0,0.0
недооценивали,2,4224462431133,2265512284468,0,0.0
недооценивать,7,4224462431158,2265512284488,0,0.0
недооценивают,6,4224462431185,2265512284488,0,0.0
недооценил,2,4224462433,2265512286,0,0.0
недооценка,4,4224462431,2265512214,1,0.25
недооценке,5,4224462432,2265512212,0,0.0
недооценки,6,4224462433,2265512218,0,0.0
недопустимым,2,422445553474,226551788747,0,0.0
недопущению,2,42244572438,22655132288,0,0.0
недоразумение,6,4224512542432,2265543172282,0,0.0
недоразумений,3,4224512542433,2265543172281,0,0.0
недоразумению,6,4224512542438,2265543172288,0,0.0
недоразумения,8,4224512542438,2265543172287,0,0.0
недоразумениях,2,42245125424386,22655431722873,0,0.0
недоразуменье,2,4224512542482,2265543172282,0,0.0
недорогие,2,422454132,226555282,0,0.0
недорогих,2,422454136,226555283,0,0.0
недорого,3,42245414,22655525,0,0.0
недосмотра,2,4224544551,2265775854,0,0.0
недоста,2,4224551,2265784,0,0.0
недоставало,17,42245511134,22657844465,0,0.0
недостает,10,422455125,226578428,0,0.0
недостало,4,422455134,226578465,0,0.0
недостанет,2,4224551425,2265784228,0,0.0
недостатка,11,4224551531,2265784814,0,0.0
недостаткам,4,42245515314,22657848147,0,0.0
недостатками,3,422455153143,226578481478,0,0.0
недостатках,6,42245515316,22657848143,0,0.0
недостатке,2,4224551532,2265784812,0,0.0
недостатки,25,4224551533,2265784818,2,0.08
недостатков,10,42245515341,22657848154,0,0.0
недостатком,9,42245515344,22657848157,0,0.0
недостаток,24,4224551543,2265784851,0,0.0
недостаточная,6,4224551546418,2265784857247,1,0.16666666666666666
недостаточно,55,422455154644,226578485725,1,0.01818181818181818
недостаточного,2,42245515464414,22657848572525,0,0.0
недостаточное,7,4224551546442,2265784857252,1,0.14285714285714285
недостаточной,7,4224551546443,2265784857251,0,0.0
недостаточность,2,422455154644558,226578485725788,0,0.0
недостаточную,5,4224551546458,2265784857218,0,0.0
недостаточны,5,422455154647,226578485724,0,0.0
недостаточным,5,4224551546474,2265784857247,0,0.0
недостаточными,2,42245515464743,22657848572478,0,0.0
недостаточных,3,4224551546476,2265784857243,0,0.0
недостижимое,2,422455323442,226578868752,0,0.0
недостойны,3,4224554347,2265785124,0,0.0
недостойным,10,42245543474,22657851247,0,0.0
недоступна,4,4224555441,2265781524,0,0.0
недоступного,2,422455544414,226578152525,0,0.0
недоступной,2,42245554443,22657815251,0,0.0
недоступности,2,4224555444553,2265781525788,0,0.0
недоступность,2,4224555444558,2265781525788,0,0.0
недоступны,4,4224555447,2265781524,0,0.0
недоступные,4,42245554472,22657815242,0,0.0
недоступный,2,42245554473,22657815241,0,0.0
недоступным,5,42245554474,22657815247,0,0.0
недосчитали,2,42245635133,22657788468,0,0.0
недосягаемой,2,422458112443,226577242751,0,0.0
недоум,3,422454,226517,0,0.0
недоумевал,3,4224542113,2265172446,0,0.0
недоумевающе,4,422454211872,226517244832,0,0.0
недоумевающим,4,4224542118734,2265172448387,0,0.0
недоумевающих,2,4224542118736,2265172448383,0,0.0
недоумевая,6,4224542118,2265172447,0,0.0
недоумение,10,4224542432,2265172282,0,0.0
недоумением,15,42245424324,22651722827,0,0.0
недоумении,9,4224542433,2265172288,0,0.0
недоумений,2,4224542433,2265172281,0,0.0
недоумения,14,4224542438,2265172287,0,0.0
недоуменье,4,4224542482,2265172282,0,0.0
недоуменьем,3,42245424824,22651722827,0,0.0
недоуменья,5,4224542488,2265172287,0,0.0
недр,16,4225,2265,0,0.0
недра,5,42251,22654,0,0.0
недрах,3,422516,226543,0,0.0
недруги,2,4225513,2265128,0,0.0
недружественного,2,4225522551244414,2265162784222525,0,0.0
недружественный,5,422552255124473,226516278422241,2,0.4
недружно,2,42255244,22651625,1,0.5
недуг,2,42251,22612,0,0.0
недурен,2,4225524,2261522,0,0.0
недурна,5,4225541,2261524,0,0.0
недурно,7,4225544,2261525,0,0.0
недурной,2,42255443,22615251,1,0.5
нее,837,422,222,0,0.0
неестественно,39,4225525512444,2227827842225,0,0.0
неестественное,4,42255255124442,22278278422252,0,0.0
неестественной,3,42255255124443,22278278422251,0,0.0
неестественном,2,42255255124444,22278278422257,0,0.0
неестественному,2,422552551244445,222782784222571,0,0.0
неестественности,3,4225525512444553,2227827842225788,0,0.0
неестественность,3,4225525512444558,2227827842225788,0,0.0
неестественную,2,42255255124458,22278278422218,0,0.0
неестественны,2,4225525512447,2227827842224,0,0.0
неестественные,3,42255255124472,22278278422242,0,0.0
неестественным,8,42255255124474,22278278422247,0,0.0
неестественными,3,422552551244743,222782784222478,0,0.0
нежелание,7,422231432,226264282,0,0.0
нежеланием,3,4222314324,2262642827,0,0.0
нежелательно,4,422231523844,226264826825,0,0.0
нежелательны,2,422231523847,226264826824,0,0.0
нежелательные,2,4222315238472,2262648268242,0,0.0
нежелательным,2,4222315238474,2262648268247,0,0.0
нежелательных,2,4222315238476,2262648268243,0,0.0
нежели,24,422233,226268,0,0.0
нежен,3,42224,22622,0,0.0
неживой,2,4223143,2268451,0,0.0
нежная,16,422418,226247,1,0.0625
нежнее,4,422422,226222,0,0.0
нежно,56,42244,22625,1,0.017857142857142856
нежного,5,4224414,2262525,0,0.0
нежное,12,422442,226252,0,0.0
нежной,22,422443,226251,0,0.0
нежном,5,422444,226257,0,0.0
нежному,2,4224445,2262571,0,0.0
нежностей,5,422445523,226257821,0,0.0
нежности,20,42244553,22625788,0,0.0
нежностию,2,422445538,226257888,0,0.0
нежность,22,42244558,22625788,0,0.0
нежностью,15,422445588,226257888,0,0.0
нежную,9,422458,226218,0,0.0
нежные,19,422472,226242,0,0.0
нежный,17,422473,226241,0,0.0
нежным,21,422474,226247,0,0.0
нежными,7,4224743,2262478,0,0.0
нежных,3,422476,226243,0,0.0
незабвенное,2,42211124442,22348422252,0,0.0
незабываемая,2,422117112418,223484442747,0,0.0
независим,3,422113534,223448787,0,0.0
независимая,8,42211353418,22344878747,0,0.0
независимее,2,42211353422,22344878722,0,0.0
независимо,53,4221135344,2234487875,0,0.0
независимой,4,42211353443,22344878751,0,0.0
независимости,7,4221135344553,2234487875788,0,0.0
независимость,11,4221135344558,2234487875788,0,0.0
независимостью,2,42211353445588,22344878757888,0,0.0
независимую,2,42211353458,22344878718,0,0.0
независимые,5,42211353472,22344878742,0,0.0
независимый,8,42211353473,22344878741,0,0.0
независимым,6,42211353474,22344878747,0,0.0
независимыми,2,422113534743,223448787478,0,0.0
независимых,10,42211353476,22344878743,2,0.2
незадолго,10,422124314,223465625,0,0.0
незаконная,4,4221344418,2234152247,0,0.0
незаконно,5,422134444,223415225,0,0.0
незаконного,2,42213444414,22341522525,0,0.0
незаконности,3,422134444553,223415225788,0,0.0
незаконные,3,4221344472,2234152242,0,0.0
незаконный,9,4221344473,2234152241,0,0.0
незаконным,2,4221344474,2234152247,0,0.0
незаконченная,3,4221344624418,2234152722247,0,0.0
незаконченной,3,4221344624443,2234152722251,0,0.0
незаконченном,2,4221344624444,2234152722257,0,0.0
незаконченный,2,4221344624473,2234152722241,0,0.0
незаконченных,2,4221344624476,2234152722243,0,0.0
незакрепившиеся,2,422135243173258,223415258438277,0,0.0
незакрытом,2,4221357544,2234154857,0,0.0
незаменимой,2,42214243443,22347228751,0,0.0
незаменимы,2,4221424347,2234722874,0,0.0
незаметна,2,422142541,223472824,0,0.0
незаметнее,3,4221425422,2234728222,0,0.0
незаметно,59,422142544,223472825,0,0.0
незаметной,3,4221425443,2234728251,0,0.0
незаметные,2,4221425472,2234728242,0,0.0
незаметный,3,4221425473,2234728241,0,0.0
незаметным,5,4221425474,2234728247,0,0.0
незаметными,2,42214254743,22347282478,0,0.0
незаметных,3,4221425476,2234728243,0,0.0
незамеченным,8,422142624474,223472722247,0,0.0
незамеченными,6,4221426244743,2234727222478,0,0.0
незамолкшему,2,422144337245,223475613271,0,0.0
незамужняя,2,4221452488,2234716277,0,0.0
незанятым,2,422148574,223427847,0,0.0
незапамятных,2,422141485476,223454778243,1,0.5
незапертого,2,42214255414,22345258525,0,0.0
незапечатанную,2,42214261514458,22345274842218,0,0.0
незапечатанных,2,42214261514476,22345274842243,0,0.0
незаслуженно,4,422153522444,223476162225,0,0.0
незаслуженного,4,42215352244414,22347616222525,0,0.0
незаурядной,2,42215582443,22341576251,0,0.0
незаурядный,2,42215582473,22341576241,0,0.0
незаурядным,4,42215582474,22341576247,0,0.0
незачем,10,4221624,2234727,0,0.0
незащищ,4,4221737,2234383,0,0.0
нездоров,10,42224541,22365554,0,0.0
нездорова,6,422245411,223655544,1,0.16666666666666666
нездорового,2,42224541414,22365554525,0,0.0
нездоровой,2,4222454143,2236555451,0,0.0
нездоровом,2,4222454144,2236555457,0,0.0
нездоровы,6,422245417,223655544,1,0.16666666666666666
нездоровый,3,4222454173,2236555441,0,0.0
нездоровым,2,4222454174,2236555447,0,0.0
нездоровью,3,4222454188,2236555488,0,0.0
нездоровья,3,4222454188,2236555487,0,0.0
неземное,4,42224442,22327252,1,0.25
неземной,2,42224443,22327251,0,0.0
незнаемое,2,422412442,223242752,1,0.5
незнаком,2,42241344,22324157,0,0.0
незнакомая,4,4224134418,2232415747,0,0.0
незнакомец,4,4224134426,2232415721,0,0.0
незнакомки,2,4224134433,2232415718,0,0.0
незнакомого,6,42241344414,22324157525,0,0.0
незнакомое,3,4224134442,2232415752,1,0.3333333333333333
незнакомой,5,4224134443,2232415751,0,0.0
незнакомому,3,42241344445,22324157571,0,0.0
незнакомую,3,4224134458,2232415718,0,0.0
незнакомца,2,4224134461,2232415714,0,0.0
незнакомые,11,4224134472,2232415742,0,0.0
незнакомый,11,4224134473,2232415741,0,0.0
незнакомым,5,4224134474,2232415747,0,0.0
незнакомыми,5,42241344743,22324157478,0,0.0
незнакомых,15,4224134476,2232415743,0,0.0
незнание,6,42241432,22324282,0,0.0
незнания,2,42241438,22324287,0,0.0
незначительно,3,4224163523844,2232478826825,0,0.0
незначительное,3,42241635238442,22324788268252,0,0.0
незначительной,2,42241635238443,22324788268251,0,0.0
незначительную,2,42241635238458,22324788268218,0,0.0
незначительные,4,42241635238472,22324788268242,0,0.0
незначительный,9,42241635238473,22324788268241,0,0.0
незначительным,3,42241635238474,22324788268247,0,0.0
незначительными,2,422416352384743,223247882682478,0,0.0
незначительных,4,42241635238476,22324788268243,0,0.0
незримый,4,42253473,22358741,0,0.0
незрячий,2,42258633,22357781,0,0.0
незыблемых,3,4227132476,2234862743,0,0.0
неиз,2,4232,2283,0,0.0
неизбежен,4,423212224,228382622,0,0.0
неизбежимая,2,42321223418,22838268747,0,0.0
неизбежна,3,423212241,228382624,0,0.0
неизбежная,2,4232122418,2283826247,0,0.0
неизбежно,57,423212244,228382625,0,0.0
неизбежного,6,42321224414,22838262525,0,0.0
неизбежное,6,4232122442,2283826252,0,0.0
неизбежной,3,4232122443,2283826251,0,0.0
неизбежном,2,4232122444,2283826257,0,0.0
неизбежности,5,423212244553,228382625788,0,0.0
неизбежность,8,423212244558,228382625788,2,0.25
неизбежностью,2,4232122445588,2283826257888,0,0.0
неизбежную,3,4232122458,2283826218,0,0.0
неизбежны,6,423212247,228382624,0,0.0
неизбежные,8,4232122472,2283826242,0,0.0
неизбежный,4,4232122473,2283826241,0,0.0
неизбежным,9,4232122474,2283826247,0,0.0
неизбежными,2,42321224743,22838262478,0,0.0
неизбежных,3,4232122476,2283826243,0,0.0
неизведанные,2,423212214472,228342642242,0,0.0
неизвестен,2,4232125524,2283427822,0,0.0
неизвестна,7,4232125541,2283427824,0,0.0
неизвестная,10,42321255418,22834278247,0,0.0
неизвестно,44,4232125544,2283427825,0,0.0
неизвестного,29,423212554414,228342782525,0,0.0
неизвестное,12,42321255442,22834278252,0,0.0
неизвестной,21,42321255443,22834278251,0,0.0
неизвестном,3,42321255444,22834278257,0,0.0
неизвестному,4,423212554445,228342782571,0,0.0
неизвестности,14,4232125544553,2283427825788,0,0.0
неизвестность,5,4232125544558,2283427825788,0,0.0
неизвестностью,2,42321255445588,22834278257888,1,0.5
неизвестную,4,42321255458,22834278218,0,0.0
неизвестны,11,4232125547,2283427824,0,0.0
неизвестные,8,42321255472,22834278242,0,0.0
неизвестный,18,42321255473,22834278241,0,0.0
неизвестным,12,42321255474,22834278247,0,0.0
неизвестными,5,423212554743,228342782478,0,0.0
неизвестных,17,42321255476,22834278243,0,0.0
неизменно,17,423242444,228372225,0,0.0
неизменное,5,4232424442,2283722252,0,0.0
неизменной,7,4232424443,2283722251,0,0.0
неизменною,2,4232424448,2283722258,0,0.0
неизменные,2,4232424472,2283722242,0,0.0
неизменный,3,4232424473,2283722241,0,0.0
неизменным,8,4232424474,2283722247,0,0.0
неизменными,4,42324244743,22837222478,0,0.0
неизмеримо,4,4232425344,2283725875,0,0.0
неизмеримого,5,423242534414,228372587525,0,0.0
неизмеримой,3,42324253443,22837258751,0,0.0
неимением,2,423424324,228722827,0,0.0
неимению,2,42342438,22872288,0,0.0
неимущего,2,423457214,228713225,0,0.0
неимущие,2,42345732,22871382,0,0.0
неимущий,2,42345733,22871381,0,0.0
неинтересна,2,42345252541,22828252724,0,0.0
неинтересно,8,42345252544,22828252725,0,0.0
неинтересны,3,42345252547,22828252724,0,0.0
неинтересные,2,423452525472,228282527242,0,0.0
неинтересный,2,423452525473,228282527241,0,0.0
неискреннего,2,423535244214,228715222225,0,0.0
неисповедимы,2,423544122347,228755426874,0,0.0
неисполнение,4,423544342432,228755622282,0,0.0
неисполнении,3,423544342433,228755622288,0,0.0
неисполненных,6,4235443424476,2287556222243,0,0.0
неисправностях,2,42354511445586,22875544257873,0,0.0
неистовая,3,423554118,228785447,0,0.0
неистово,3,42355414,22878545,0,0.0
неистового,2,4235541414,2287854525,0,0.0
неистовствовали,2,423554155141133,228785478454468,0,0.0
неистовый,2,423554173,228785441,0,0.0
неистовым,6,423554174,228785447,0,0.0
неистощим,2,423554734,228785387,0,0.0
неистощимых,2,42355473476,22878538743,0,0.0
неисчерпаемое,2,4235625412442,2287725542752,0,0.0
ней,1157,423,221,4,0.003457216940363008
неймана,2,4234141,2217424,1,0.5
нейпьер,3,4234825,2215825,3,1.0
нейрон,3,423544,221552,0,0.0
нейронная,6,423544418,221552247,0,0.0
нейронной,4,423544443,221552251,0,0.0
нейронную,6,423544458,221552218,0,0.0
нейронные,6,423544472,221552242,0,0.0
нейронных,3,423544476,221552243,0,0.0
нейронов,3,42354441,22155254,0,0.0
нейроном,3,42354444,22155257,0,0.0
нейроны,3,4235447,2215524,0,0.0
нейротрансмиттеров,2,423545514543552541,221558542778882554,0,0.0
нейтрализовать,3,42355133241158,22185468354488,0,0.0
нейтралитет,2,42355133525,22185468828,0,0.0
нейтральные,2,42355138472,22185468242,0,0.0
нейтральный,3,42355138473,22185468241,0,0.0
нейтральным,2,42355138474,22185468247,0,0.0
нейтрино,6,42355344,22185825,0,0.0
нейтрона,2,42355441,22185524,0,0.0
нейтронов,11,423554441,221855254,0,0.0
неказистая,2,4231235518,2214387847,1,0.5
некачественных,3,42316255124476,22147278422243,0,0.0
некая,26,42318,22147,2,0.07692307692307693
некие,15,42332,22182,0,0.0
некий,34,42333,22181,0,0.0
неким,12,42334,22187,0,0.0
некими,4,423343,221878,0,0.0
неких,7,42336,22183,0,0.0
некогда,63,4234121,2215264,0,0.0
некого,24,423414,221525,0,0.0
некое,14,42342,22152,0,0.0
некоего,13,4234214,2215225,0,0.0
некоем,5,423424,221527,0,0.0
некой,34,42343,22151,0,0.0
неком,2,42344,22157,0,0.0
некоммерческое,4,42344425625342,22157725727152,0,0.0
некому,25,423445,221571,0,0.0
неконтролируемая,2,4234455433552418,2215285568512747,2,1.0
некоторая,9,423454518,221585547,0,0.0
некоторого,17,4234545414,2215855525,0,0.0
некоторое,45,423454542,221585552,1,0.022222222222222223
некоторой,31,423454543,221585551,0,0.0
некотором,18,423454544,221585557,0,0.0
некоторою,3,423454548,221585558,0,0.0
некоторую,13,423454558,221585518,0,0.0
некоторые,341,423454572,221585542,20,0.05865102639296188
некоторый,13,423454573,221585541,0,0.0
некоторым,47,423454574,221585547,2,0.0425531914893617
некоторыми,23,4234545743,2215855478,0,0.0
некоторых,130,423454576,221585543,0,0.0
некрасива,2,423515311,221547844,0,0.0
некрасивая,9,4235153118,2215478447,0,0.0
некрасиво,5,423515314,221547845,0,0.0
некрасивое,5,4235153142,2215478452,0,0.0
некрасивой,6,4235153143,2215478451,0,0.0
некрасивость,4,423515314558,221547845788,0,0.0
некрасивым,6,4235153174,2215478447,0,0.0
некрасов,8,42351541,22154754,6,0.75
некрасова,4,423515411,221547544,2,0.5
некрасову,3,423515415,221547541,2,0.6666666666666666
некрашеным,2,4235172474,2215432247,0,0.0
некрашеных,2,4235172476,2215432243,0,0.0
некритически,2,423535362533,221588872718,0,0.0
некстати,4,42355153,22178488,0,0.0
нектар,3,423515,221845,0,0.0
некто,18,42354,22185,0,0.0
некуда,28,423521,221164,0,0.0
некую,15,42358,22118,1,0.06666666666666667
нел,3,423,226,0,0.0
неладно,4,4231244,2264625,0,0.0
неладное,3,42312442,22646252,0,0.0
нелегкая,5,42321318,22622147,0,0.0
нелегко,10,4232134,2262215,0,0.0
нелегкой,2,42321343,22622151,0,0.0
нелепая,5,4232418,2262547,0,0.0
нелепо,9,423244,226255,0,0.0
нелепое,2,4232442,2262552,0,0.0
нелепой,3,4232443,2262551,0,0.0
нелепостей,3,4232445523,2262557821,0,0.0
нелепости,3,423244553,226255788,0,0.0
нелепость,5,423244558,226255788,0,0.0
нелепую,6,4232458,2262518,0,0.0
нелепый,2,4232473,2262541,0,0.0
нелепым,5,4232474,2262547,0,0.0
нелепых,2,4232476,2262543,0,0.0
нелинейная,2,4233423418,2268221247,0,0.0
нелинейно,2,423342344,226822125,0,0.0
нелишне,3,4233742,2268322,1,0.3333333333333333
неловка,3,4234131,2265414,0,0.0
неловкая,2,42341318,22654147,0,0.0
неловки,2,4234133,2265418,0,0.0
неловкий,2,42341333,22654181,0,0.0
неловким,8,42341334,22654187,0,0.0
неловкими,3,423413343,226541878,0,0.0
неловких,3,42341336,22654183,0,0.0
неловко,91,4234134,2265415,0,0.0
неловкого,6,423413414,226541525,0,0.0
неловкое,11,42341342,22654152,0,0.0
неловкой,4,42341343,22654151,0,0.0
неловкости,6,4234134553,2265415788,0,0.0
неловкость,15,4234134558,2265415788,0,0.0
неловкостью,3,42341345588,22654157888,0,0.0
нелогический,2,423413625333,226528727181,0,0.0
нелогичности,2,423413644553,226528725788,0,0.0
нельзя,614,423828,226837,34,0.05537459283387622
нелюбовь,2,42381418,22688548,0,0.0
нем,539,424,227,1,0.0018552875695732839
немалая,2,4241318,2274647,0,0.0
немало,89,424134,227465,6,0.06741573033707865
немаловажным,3,424134112474,227465446247,0,0.0
немалое,6,4241342,2274652,0,0.0
немалой,3,4241343,2274651,0,0.0
немалую,2,4241358,2274618,0,0.0
немалый,4,4241373,2274641,0,0.0
немалым,9,4241374,2274647,0,0.0
неман,10,42414,22742,9,0.9
немана,9,424141,227424,4,0.4444444444444444
немане,3,424142,227422,1,0.3333333333333333
немедленно,37,4242232444,2272662225,4,0.10810810810810811
немедленного,4,424223244414,227266222525,0,0.0
немедленной,2,42422324443,22726622251,0,0.0
немедленном,2,42422324444,22726622257,0,0.0
немедленный,2,42422324473,22726622241,0,0.0
немедля,3,4242238,2272667,0,0.0
немезиды,3,42422327,22723864,3,1.0
немелованных,2,424234114476,227265442243,0,0.0
немец,52,42426,22721,1,0.019230769230769232
немецкая,5,42426318,22721147,0,0.0
немецки,27,4242633,2272118,0,0.0
немецкие,8,42426332,22721182,0,0.0
немецкий,14,42426333,22721181,1,0.07142857142857142
немецким,8,42426334,22721187,0,0.0
немецких,9,42426336,22721183,0,0.0
немецко,2,4242634,2272115,0,0.0
немецкого,19,424263414,227211525,0,0.0
немецкое,3,42426342,22721152,0,0.0
немецкой,13,42426343,22721151,0,0.0
немецком,2,42426344,22721157,0,0.0
немецкую,7,42426358,22721118,0,0.0
немигающие,2,4243118732,2278248382,0,0.0
немигающих,2,4243118736,2278248383,0,0.0
немилости,3,424334553,227865788,0,0.0
немилость,4,424334558,227865788,0,0.0
неминуемо,6,424345244,227821275,0,0.0
неминуемого,2,42434524414,22782127525,0,0.0
неминуемой,4,4243452443,2278212751,0,0.0
немка,4,42431,22714,0,0.0
немногие,9,42444132,22725282,0,0.0
немногим,10,42444134,22725287,0,0.0
немногими,2,424441343,227252878,0,0.0
немногих,16,42444136,22725283,0,0.0
немного,252,4244414,2272525,10,0.03968253968253968
немногословный,2,42444145341473,22725257654241,0,0.0
немногочисленные,2,4244414635324472,2272525787622242,0,0.0
немногочисленных,2,4244414635324476,2272525787622243,0,0.0
немножечко,2,4244422634,2272562715,0,0.0
немножко,52,42444234,22725615,1,0.019230769230769232
немо,4,4244,2275,3,0.75
немого,4,424414,227525,0,0.0
немой,7,42443,22751,0,0.0
немолодая,3,424434218,227565647,0,0.0
немолодой,9,424434243,227565651,0,0.0
немолодым,2,424434274,227565647,0,0.0
немолодых,2,424434276,227565643,0,0.0
немощь,2,424478,227538,0,0.0
нему,575,4245,2271,1,0.0017391304347826088
немудреный,2,4245252473,2271652241,0,0.0
немца,25,42461,22714,0,0.0
немцам,2,424614,227147,0,0.0
немцами,6,4246143,2271478,1,0.16666666666666666
немцев,18,424621,227124,0,0.0
немцем,4,424624,227127,0,0.0
немцов,22,424641,227154,12,0.5454545454545454
немцова,25,4246411,2271544,18,0.72
немцу,6,42465,22711,0,0.0
немцы,42,42467,22714,1,0.023809523809523808
немчура,2,4246551,2277154,0,0.0
немые,2,42472,22742,0,0.0
немым,4,42474,22747,0,0.0
немыслим,2,42475334,22747687,0,0.0
немыслима,7,424753341,227476874,0,0.0
немыслимо,17,424753344,227476875,0,0.0
немыслимых,3,4247533476,2274768743,0,0.0
ненавидевшие,2,424113221732,222448624382,0,0.0
ненавидел,19,424113223,222448626,0,0.0
ненавидела,2,4241132231,2224486264,0,0.0
ненавидеть,7,4241132258,2224486288,0,0.0
ненавидимым,2,42411323474,22244868747,0,0.0
ненавидит,10,424113235,222448688,0,0.0
ненавидите,2,4241132352,2224486882,0,0.0
ненавидишь,2,4241132378,2224486838,0,0.0
ненавидя,2,42411328,22244867,0,0.0
ненавидят,7,424113285,222448678,0,0.0
ненавидящий,2,42411328733,22244867381,0,0.0
ненавидящих,3,42411328736,22244867383,0,0.0
ненавижу,9,42411325,22244861,2,0.2222222222222222
ненависти,24,424113553,222448788,1,0.041666666666666664
ненависть,32,424113558,222448788,0,0.0
ненавистью,9,4241135588,2224487888,0,0.0
ненавязчиво,3,42411826314,22244737845,0,0.0
ненаглядный,2,42411382473,22242676241,0,0.0
ненад,4,42412,22246,0,0.0
ненадолго,14,424124314,222465625,0,0.0
неназванного,2,424121144414,222434422525,0,0.0
ненамного,2,424144414,222472525,0,0.0
ненароком,4,424154344,222455157,0,0.0
ненарушимо,2,4241557344,2224513875,0,0.0
ненасытной,2,4241575443,2224748251,0,0.0
ненасытным,2,4241575474,2224748247,0,0.0
ненатурально,5,424155513844,222481546825,0,0.0
ненатурального,2,42415551384414,22248154682525,0,0.0
ненатуральной,2,4241555138443,2224815468251,0,0.0
ненаучной,5,424156443,222417251,0,0.0
ненормальный,3,424454138473,222557468241,0,0.0
ненужная,2,42452418,22216247,0,0.0
ненужно,3,4245244,2221625,0,0.0
ненужного,2,424524414,222162525,0,0.0
ненужное,4,42452442,22216252,0,0.0
ненужной,3,42452443,22216251,0,0.0
ненужном,2,42452444,22216257,0,0.0
ненужности,3,4245244553,2221625788,0,0.0
ненужные,10,42452472,22216242,0,0.0
ненужный,2,42452473,22216241,0,0.0
ненужным,10,42452474,22216247,0,0.0
ненужных,4,42452476,22216243,0,0.0
необитаемом,2,42413512444,22588842757,0,0.0
необитаемый,2,42413512473,22588842741,0,0.0
необозримое,3,42414253442,22585358752,0,0.0
необработанная,2,42415114514418,22585485842247,0,0.0
необразованный,3,42415124114473,22585435442241,0,0.0
необратимо,8,4241515344,2258548875,0,0.0
необратимое,3,42415153442,22585488752,0,0.0
необратимой,2,42415153443,22585488751,0,0.0
необратимости,2,4241515344553,2258548875788,0,0.0
необратимый,2,42415153473,22585488741,1,0.5
необходим,25,424164234,225835687,0,0.0
необходима,17,4241642341,2258356874,0,0.0
необходимая,3,42416423418,22583568747,0,0.0
необходимо,243,4241642344,2258356875,9,0.037037037037037035
необходимого,13,424164234414,225835687525,0,0.0
необходимое,35,42416423442,22583568752,0,0.0
необходимой,25,42416423443,22583568751,0,0.0
необходимом,3,42416423444,22583568757,0,0.0
необходимому,2,424164234445,225835687571,0,0.0
необходимости,191,4241642344553,2258356875788,0,0.0
необходимость,105,4241642344558,2258356875788,1,0.009523809523809525
необходимостью,17,42416423445588,22583568757888,0,0.0
необходимую,15,42416423458,22583568718,0,0.0
необходимы,18,4241642347,2258356874,0,0.0
необходимые,25,42416423472,22583568742,0,0.0
необходимый,11,42416423473,22583568741,0,0.0
необходимым,35,42416423474,22583568747,0,0.0
необходимыми,11,424164234743,225835687478,0,0.0
необходимых,14,42416423476,22583568743,0,0.0
необъясненную,4,4241785424458,2258377222218,0,0.0
необъяснимая,3,424178543418,225837728747,0,0.0
необъяснимое,3,424178543442,225837728752,0,0.0
необъяснимой,2,424178543443,225837728751,0,0.0
необъяснимым,2,424178543474,225837728747,0,0.0
необъятного,2,42417854414,22583782525,0,0.0
необъятное,4,4241785442,2258378252,0,0.0
необъятной,4,4241785443,2258378251,0,0.0
необъятную,2,4241785458,2258378218,0,0.0
необыкновенная,4,42417344124418,22584125422247,0,0.0
необыкновенно,51,4241734412444,2258412542225,0,0.0
необыкновенного,15,424173441244414,225841254222525,0,0.0
необыкновенное,23,42417344124442,22584125422252,0,0.0
необыкновенной,26,42417344124443,22584125422251,0,0.0
необыкновенном,9,42417344124444,22584125422257,0,0.0
необыкновенному,5,424173441244445,225841254222571,0,0.0
