Word,Frequency,Abc Hash,Qwerty Hash,As name
agonizingly,3,13553835348,45383738562,0,0.0
agony,135,13558,45382,0,0.0
agood,3,13552,45334,0,0.0
agorgeous,2,135632576,453251324,0,0.0
agra,2,1361,4524,2,1.0
agreat,3,136217,452142,0,0.0
agree,219,13622,45211,0,0.0
agreeable,16,136221142,452114861,0,0.0
agreeably,22,136221148,452114862,0,0.0
agreed,514,136222,452114,0,0.0
agreeing,30,13622353,45211385,0,0.0
agreement,176,136225257,452118182,0,0.0
agreements,7,1362252576,4521181824,0,0.0
agrees,18,136226,452114,0,0.0
agricola,3,13631541,45237364,3,1.0
agricultural,19,136317477614,452372622246,3,0.15789473684210525
agriculture,8,13631747762,45237262221,2,0.25
agrid,5,13632,45234,0,0.0
agrippa,6,1363661,4523334,6,1.0
agronomy,2,13655558,45238382,0,0.0
aguamenti,17,137152573,452481823,12,0.7058823529411765
ague,12,1372,4521,0,0.0
agyeman,29,1382515,4521848,23,0.7931034482758621
ah,1791,13,45,36,0.020100502512562814
aha,33,131,454,0,0.0
ahappy,2,131668,454332,0,0.0
ahead,742,13212,45144,0,0.0
aheads,2,132126,451444,0,0.0
ahem,21,1325,4518,0,0.0
ahh,2,133,455,1,0.5
ahn,90,135,458,76,0.8444444444444444
ahomework,2,135528564,453811326,0,0.0
ahoy,2,1358,4532,1,0.5
ai,22,13,43,0,0.0
aid,198,132,434,0,0.0
aida,22,1321,4344,14,0.6363636363636364
aidan,3,13215,43448,1,0.3333333333333333
aide,19,1322,4341,0,0.0
aided,21,13222,43414,0,0.0
aides,4,13226,43414,0,0.0
aiding,7,132353,434385,0,0.0
aids,25,1326,4344,2,0.08
aii,28,133,433,0,0.0
ailing,3,134353,436385,0,0.0
ailments,6,13452576,43681824,2,0.3333333333333333
ails,2,1346,4364,0,0.0
aim,162,135,438,0,0.0
aimed,124,13522,43814,0,0.0
aiming,49,135353,438385,0,0.0
aimless,10,1354266,4386144,0,0.0
aimlessly,7,135426648,438614462,0,0.0
aims,20,1356,4384,2,0.1
ain,137,135,438,1,0.0072992700729927005
air,2103,136,432,4,0.0019020446980504042
airborne,14,13615652,43283281,0,0.0
aircar,61,136116,432742,0,0.0
aircars,9,1361166,4327424,0,0.0
aircraft,3,13616127,43272452,0,0.0
aired,3,13622,43214,0,0.0
airhead,2,1363212,4325144,0,0.0
airier,2,136326,432312,0,0.0
airily,34,136348,432362,0,0.0
airiness,4,13635266,43238144,0,0.0
airing,5,136353,432385,0,0.0
airless,7,1364266,4326144,0,0.0
airlines,3,13643526,43263814,0,0.0
airlock,92,1364514,4326376,0,0.0
airlocks,9,13645146,43263764,0,0.0
airmail,3,1365134,4328436,0,0.0
airnet,2,136527,432812,0,0.0
airplane,16,13664152,43236481,0,0.0
airplanes,6,136641526,432364814,0,0.0
airport,55,1366567,4323322,8,0.14545454545454545
airports,2,13665676,43233224,0,0.0
airs,12,1366,4324,0,0.0
airseal,57,1366214,4324146,0,0.0
airsealed,3,136621422,432414614,0,0.0
airseals,3,13662146,43241464,0,0.0
airshuttle,2,1366377742,4324522261,0,0.0
airspace,3,13666112,43243471,0,0.0
airsystems,6,1366867256,4324242184,5,0.8333333333333334
airtight,5,13673337,43223552,0,0.0
airway,2,136818,432142,0,0.0
airy,39,1368,4322,0,0.0
ais,6,136,434,0,0.0
aisle,98,13642,43461,5,0.05102040816326531
aisles,12,136426,434614,0,0.0
ajar,39,1416,4642,0,0.0
ajelo,13,14245,46163,13,1.0
ajoke,2,14542,46361,0,0.0
ak,4,14,46,1,0.25
aka,28,141,464,0,0.0
akabane,16,1411152,4648481,12,0.75
akimbo,4,143515,463883,0,0.0
akin,21,1435,4638,0,0.0
akklar,3,144416,466642,3,1.0
ako,37,145,463,21,0.5675675675675675
al,155,14,46,127,0.8193548387096774
alabaster,7,141116726,464844212,0,0.0
alacrity,7,14116378,46472322,0,0.0
alady,2,14128,46442,0,0.0
alan,51,1415,4648,39,0.7647058823529411
alans,2,14156,46484,2,1.0
alarm,363,14165,46428,4,0.011019283746556474
alarmed,178,1416522,4642814,0,0.0
alarming,100,14165353,46428385,0,0.0
alarmingly,43,1416535348,4642838562,0,0.0
alarmist,2,14165367,46428342,0,0.0
alarms,38,141656,464284,0,0.0
alas,150,1416,4644,2,0.013333333333333334
alasha,2,141631,464454,2,1.0
alastair,5,14167136,46442432,4,0.8
alastor,20,1416756,4644232,19,0.95
albania,12,1411531,4684834,11,0.9166666666666666
albanian,3,14115315,46848348,3,1.0
albany,4,141158,468482,4,1.0
albeit,39,141237,468132,0,0.0
alberac,4,1412611,4681247,3,0.75
alberic,2,1412631,4681237,2,1.0
albert,24,141267,468122,21,0.875
albie,4,14132,46831,1,0.25
albino,10,141355,468383,1,0.1
albion,4,141355,468338,4,1.0
albris,4,141636,468234,3,0.75
album,16,14175,46828,0,0.0
albums,5,141756,468284,0,0.0
albus,237,14176,46824,195,0.8227848101265823
alchemical,13,1413253114,4675183746,2,0.15384615384615385
alchemist,6,141325367,467518342,0,0.0
alchemy,7,1413258,4675182,0,0.0
alcohol,44,1415354,4673536,1,0.022727272727272728
alcoholic,13,141535431,467353637,0,0.0
alcoholics,4,1415354316,4673536374,0,0.0
alcove,3,141572,467381,0,0.0
alcoves,2,1415726,4673814,0,0.0
alder,101,14226,46412,71,0.7029702970297029
alderbrook,8,1422616554,4641282336,8,1.0
alderman,4,14226515,46412848,1,0.25
alders,4,142266,464124,1,0.25
aldersgate,3,1422663172,4641245421,2,0.6666666666666666
aldershot,11,142266357,464124532,11,1.0
aldridge,2,14263232,46423451,1,0.5
ale,30,142,461,0,0.0
alec,66,1421,4617,45,0.6818181818181818
alecto,19,142175,461723,14,0.7368421052631579
aleetle,2,1422742,4611261,0,0.0
alehouse,7,14235762,46153241,0,0.0
alert,203,14267,46122,0,0.0
alerted,20,1426722,4612214,0,0.0
alerting,5,14267353,46122385,0,0.0
alertly,12,1426748,4612262,0,0.0
alertness,18,142675266,461228144,0,0.0
alex,28,1428,4617,26,0.9285714285714286
alexander,18,142815226,461748412,17,0.9444444444444444
alexandra,2,142815261,461748424,2,1.0
alexandrian,2,14281526315,46174842348,2,1.0
alexi,60,14283,46173,53,0.8833333333333333
alexis,3,142836,461734,3,1.0
alf,3,142,465,0,0.0
alfa,5,1421,4654,5,1.0
alfred,6,142622,465214,6,1.0
alfredi,8,1426223,4652143,7,0.875
alfresco,2,14262615,46521473,0,0.0
algae,13,14312,46541,0,0.0
algernon,10,14326555,46512838,6,0.6
algie,8,14332,46531,8,1.0
ali,6,143,463,1,0.16666666666666666
alias,10,14316,46344,0,0.0
alibi,16,14313,46383,1,0.0625
alibis,4,143136,463834,0,0.0
alice,69,14312,46371,64,0.927536231884058
alicia,88,143131,463734,86,0.9772727272727273
alie,5,1432,4631,0,0.0
alien,56,14325,46318,0,0.0
alienated,2,143251722,463184214,0,0.0
aliens,25,143256,463184,7,0.28
alifelong,2,143224553,463516385,0,0.0
alight,58,143337,463552,0,0.0
alighted,16,14333722,46355214,0,0.0
alighting,3,143337353,463552385,0,0.0
align,3,14335,46358,0,0.0
aligned,17,1433522,4635814,0,0.0
aligning,3,14335353,46358385,0,0.0
alignment,21,143355257,463588182,0,0.0
alike,55,14342,46361,0,0.0
alimony,4,1435558,4638382,1,0.25
alison,72,143655,463438,50,0.6944444444444444
alittle,2,1437742,4632261,0,0.0
alive,739,14372,46381,1,0.0013531799729364006
alka,3,1441,4664,3,1.0
all,24923,144,466,668,0.026802551859727963
allay,4,14418,46642,0,0.0
allegation,2,1442317355,4661542338,0,0.0
allegations,4,14423173556,46615423384,0,0.0
alleged,18,1442322,4661514,0,0.0
allegedly,5,144232248,466151462,0,0.0
allegiance,35,1442331512,4661534871,0,0.0
alleging,3,14423353,46615385,0,0.0
allegorical,2,14423563114,46615323746,0,0.0
allegre,93,1442362,4661521,76,0.8172043010752689
allegro,4,1442365,4661523,4,1.0
alleles,2,1442426,4661614,0,0.0
allen,6,14425,46618,6,1.0
allergic,43,14426331,46612537,0,0.0
allergies,6,144263326,466125314,0,0.0
allergy,20,1442638,4661252,1,0.05
allesandro,5,1442615265,4661448423,5,1.0
allessandro,4,14426615265,46614448423,3,0.75
alleviate,4,144273172,466183421,0,0.0
alleviated,3,1442731722,4661834214,0,0.0
alley,201,14428,46612,112,0.5572139303482587
alleys,18,144286,466124,0,0.0
alleyway,53,14428818,46612142,0,0.0
alleyways,8,144288186,466121424,0,0.0
alliance,34,14431512,46634871,11,0.3235294117647059
alliances,9,144315126,466348714,0,0.0
allied,12,144322,466314,0,0.0
allies,39,144326,466314,0,0.0
alligator,25,144331756,466354232,13,0.52
alligators,5,1443317566,4663542324,0,0.0
allinteresting,2,14435726267353,46638212142385,0,0.0
allotment,9,144575257,466328182,0,0.0
allotted,10,14457722,46632214,0,0.0
allow,259,14458,46631,0,0.0
allowable,3,144581142,466314861,0,0.0
allowance,29,144581512,466314871,0,0.0
allowed,630,1445822,4663114,0,0.0
allowing,78,14458353,46631385,0,0.0
allows,16,144586,466314,0,0.0
alloy,5,14458,46632,0,0.0
allright,4,14463337,46623552,0,0.0
alls,2,1446,4664,0,0.0
allsubs,46,1446716,4664284,0,0.0
allthe,3,144732,466251,0,0.0
allude,7,144722,466241,0,0.0
alluded,14,1447222,4662414,0,0.0
alluding,2,14472353,46624385,0,0.0
allure,5,144762,466221,0,0.0
alluring,2,14476353,46622385,0,0.0
allusion,28,14476355,46624338,0,0.0
allusions,7,144763556,466243384,0,0.0
ally,59,1448,4662,0,0.0
almighty,27,14533378,46835522,3,0.1111111111111111
almond,15,145552,468384,0,0.0
almost,2660,145567,468342,10,0.0037593984962406013
aloft,38,14527,46352,0,0.0
alohomora,14,145355561,463538324,9,0.6428571428571429
alone,1473,14552,46381,1,0.0006788866259334691
aloneness,3,145525266,463818144,0,0.0
along,2448,14553,46385,0,0.0
alongside,108,145536322,463854341,0,0.0
aloof,19,14552,46335,0,0.0
aloofly,2,1455248,4633562,0,0.0
alot,7,1457,4632,1,0.14285714285714285
alotof,2,145752,463235,0,0.0
aloud,231,14572,46324,0,0.0
aloysius,10,14586376,46324324,2,0.2
alp,2,146,463,0,0.0
alpha,43,14631,46354,33,0.7674418604651163
alphabet,16,14631127,46354812,0,0.0
alphabetical,8,146311273114,463548123746,0,0.0
alphabetized,2,146311273822,463548123714,0,0.0
alphanumeric,2,146315752631,463548281237,0,0.0
alpharalpha,3,14631614631,46354246354,3,1.0
alphard,2,1463162,4635424,2,1.0
alpine,11,146352,463381,11,1.0
alps,3,1466,4634,3,1.0
already,2399,1462128,4621442,0,0.0
alreadytaken,2,146212871425,462144224618,0,0.0
alright,41,1463337,4623552,31,0.7560975609756098
alrighty,14,14633378,46235522,8,0.5714285714285714
also,1748,1465,4643,6,0.003432494279176201
altar,45,14716,46242,0,0.0
altars,5,147166,462424,0,0.0
altenburg,2,147251763,462188225,2,1.0
alter,41,14726,46212,0,0.0
alteration,4,1472617355,4621242338,0,0.0
alterations,19,14726173556,46212423384,0,0.0
altercation,11,14726117355,46212742338,0,0.0
altercations,2,147261173556,462127423384,0,0.0
altered,82,1472622,4621214,0,0.0
altering,9,14726353,46212385,0,0.0
alternate,56,147265172,462128421,0,0.0
alternated,6,1472651722,4621284214,0,0.0
alternately,20,14726517248,46212842162,0,0.0
alternating,8,14726517353,46212842385,0,0.0
alternation,2,14726517355,46212842338,0,0.0
alternative,92,14726517372,46212842381,0,0.0
alternatively,5,1472651737248,4621284238162,0,0.0
alternatives,19,147265173726,462128423814,0,0.0
alters,3,147266,462124,0,0.0
althea,3,147321,462514,2,0.6666666666666666
althor,33,147356,462532,29,0.8787878787878788
although,861,14735733,46253255,37,0.0429732868757259
altitude,24,14737722,46232241,0,0.0
altmann,3,1475155,4628488,0,0.0
alto,31,1475,4623,0,0.0
altogether,248,1475327326,4623512512,1,0.004032258064516129
altruism,4,14767365,46222348,0,0.0
aluminium,2,147535375,462838328,0,0.0
aluminum,8,14753575,46283828,0,0.0
alumni,3,147553,462883,0,0.0
alvarez,2,1471628,4684217,2,1.0
alvays,2,147186,468424,0,0.0
alverin,32,1472635,4681238,20,0.625
alvin,2,14735,46838,0,0.0
always,2575,148186,461424,14,0.005436893203883495
alys,398,1486,4624,358,0.8994974874371859
am,4006,15,48,35,0.008736894658012981
amalgam,4,1514315,4846548,0,0.0
aman,2,1515,4848,0,0.0
amana,4,15151,48484,4,1.0
amanda,18,151521,484844,14,0.7777777777777778
amass,10,15166,48444,0,0.0
amassed,13,1516622,4844414,0,0.0
amassing,2,15166353,48444385,0,0.0
amatch,2,151713,484275,0,0.0
amateur,27,1517276,4842122,2,0.07407407407407407
amateurish,4,1517276363,4842122345,0,0.0
amateurs,4,15172766,48421224,0,0.0
amaze,10,15182,48471,0,0.0
amazed,90,151822,484714,0,0.0
amazement,121,151825257,484718182,0,0.0
amazes,3,151826,484714,0,0.0
amazin,2,151835,484738,0,0.0
amazing,295,1518353,4847385,9,0.030508474576271188
amazingly,26,151835348,484738562,1,0.038461538461538464
amazon,5,151855,484738,5,1.0
amazons,2,1518556,4847384,0,0.0
ambassador,129,1511661256,4884444432,40,0.31007751937984496
ambassadoress,3,1511661256266,4884444432144,0,0.0
ambassadorial,6,1511661256314,4884444432346,1,0.16666666666666666
ambassadors,9,15116612566,48844444324,0,0.0
amber,53,15126,48812,2,0.03773584905660377
amberley,24,15126428,48812612,19,0.7916666666666666
ambiance,3,15131512,48834871,0,0.0
ambience,2,15132512,48831871,0,0.0
ambient,3,1513257,4883182,0,0.0
ambiguities,3,15133737326,48835232314,0,0.0
ambiguity,11,151337378,488352322,0,0.0
ambiguous,46,151337576,488352324,0,0.0
ambiguously,3,15133757648,48835232462,0,0.0
ambition,90,15137355,48832338,0,0.0
ambitions,26,151373556,488323384,0,0.0
ambitious,36,151373576,488323324,0,0.0
amble,8,15142,48861,0,0.0
ambled,17,151422,488614,0,0.0
ambleside,3,151426322,488614341,2,0.6666666666666666
ambling,7,1514353,4886385,0,0.0
ambrose,76,1516562,4882341,63,0.8289473684210527
ambrosia,14,15165631,48823434,0,0.0
ambrosius,2,151656376,488234324,2,1.0
ambulance,27,151741512,488264871,0,0.0
ambulate,2,15174172,48826421,0,0.0
ambush,48,151763,488245,0,0.0
ambushed,15,15176322,48824514,0,0.0
ambushes,4,15176326,48824514,0,0.0
ambushing,2,151763353,488245385,0,0.0
amelia,28,152431,481634,22,0.7857142857142857
amen,12,1525,4818,4,0.3333333333333333
amenable,9,15251142,48184861,0,0.0
amend,4,15252,48184,0,0.0
amended,19,1525222,4818414,0,0.0
amendment,7,152525257,481848182,1,0.14285714285714285
amends,8,152526,481844,0,0.0
amenities,10,152537326,481832314,0,0.0
amere,3,15262,48121,0,0.0
america,83,1526311,4812374,80,0.963855421686747
american,99,15263115,48123748,91,0.9191919191919192
americans,7,152631156,481237484,7,1.0
amethyst,4,15273867,48125242,0,0.0
amethysts,2,152738676,481252424,0,0.0
ami,4,153,483,0,0.0
amiability,5,1531134378,4834836322,0,0.0
amiable,43,1531142,4834861,0,0.0
amiably,35,1531148,4834862,0,0.0
amicable,3,15311142,48374861,0,0.0
amicably,4,15311148,48374862,0,0.0
amid,91,1532,4834,0,0.0
amidships,2,153263366,483445334,0,0.0
amidst,16,153267,483442,2,0.125
amie,2,1532,4831,2,1.0
amigo,3,15335,48353,0,0.0
amillion,2,15344355,48366338,0,0.0
amino,2,15355,48383,0,0.0
amish,9,15363,48345,9,1.0
amiss,22,15366,48344,0,0.0
amma,51,1551,4884,28,0.5490196078431373
ammo,2,1555,4883,0,0.0
ammonia,14,1555531,4883834,0,0.0
ammunition,10,1557537355,4882832338,0,0.0
amnesia,18,1552631,4881434,1,0.05555555555555555
amnesic,9,1552631,4881437,0,0.0
amnesty,13,1552678,4881422,0,0.0
amnio,2,15535,48833,0,0.0
amniotic,7,15535731,48833237,0,0.0
amnot,4,15557,48832,0,0.0
amoeba,2,155211,483184,0,0.0
amok,6,1554,4836,0,0.0
among,855,15553,48385,3,0.0035087719298245615
amongst,108,1555367,4838542,2,0.018518518518518517
amonth,4,155573,483825,0,0.0
amor,2,1556,4832,1,0.5
amoral,2,155614,483246,0,0.0
amorous,3,1556576,4832324,0,0.0
amorphic,7,15566331,48323537,5,0.7142857142857143
amorphous,4,155663576,483235324,0,0.0
amortentia,4,1556725731,4832218234,2,0.5
amos,28,1556,4834,18,0.6428571428571429
amount,208,155757,483282,0,0.0
amounted,9,15575722,48328214,0,0.0
amounting,3,155757353,483282385,0,0.0
amounts,28,1557576,4832824,0,0.0
amoy,2,1558,4832,2,1.0
amp,15,156,483,0,0.0
amphibian,14,156331315,483538348,0,0.0
amphitheater,15,156337321726,483532514212,0,0.0
amphitheatre,2,156337321762,483532514221,0,0.0
ample,26,15642,48361,0,0.0
amplification,4,1564323117355,4836353742338,0,0.0
amplified,14,156432322,483635314,0,0.0
amplifying,4,1564328353,4836352385,0,0.0
amplitude,3,156437722,483632241,0,0.0
amply,4,15648,48362,0,0.0
ampule,9,156742,483261,0,0.0
ampules,2,1567426,4832614,0,0.0
amputated,10,156771722,483224214,0,0.0
amputation,4,1567717355,4832242338,0,0.0
amputee,3,1567722,4832211,2,0.6666666666666666
amritsar,3,15637616,48232442,3,1.0
amsterdam,4,156726215,484212448,4,1.0
amu,88,157,482,51,0.5795454545454546
amuch,3,15713,48275,0,0.0
amulet,5,157427,482612,0,0.0
amulets,4,1574276,4826124,0,0.0
amus,43,1576,4824,0,0.0
amuse,27,15762,48241,2,0.07407407407407407
amused,205,157622,482414,0,0.0
amusement,169,157625257,482418182,1,0.005917159763313609
amusements,2,1576252576,4824181824,0,0.0
amuses,2,157626,482414,0,0.0
amusin,4,157635,482438,0,0.0
amusing,94,1576353,4824385,0,0.0
amy,45,158,482,34,0.7555555555555555
amycus,26,158176,482724,22,0.8461538461538461
amyl,2,1584,4826,0,0.0
an,16066,15,48,46,0.0028631893439561807
ana,2,151,484,0,0.0
anachronism,3,15113655365,48475238348,0,0.0
anaemic,2,1512531,4841837,0,0.0
anafi,13,15123,48453,7,0.5384615384615384
anal,3,1514,4846,0,0.0
analog,4,151453,484635,2,0.5
analogous,4,151453576,484635324,0,0.0
analogy,8,1514538,4846352,0,0.0
analyse,2,1514862,4846241,0,0.0
analyses,3,15148626,48462414,0,0.0
analysis,97,15148636,48462434,4,0.041237113402061855
analyst,33,1514867,4846242,1,0.030303030303030304
analysts,31,15148676,48462424,1,0.03225806451612903
analytical,12,1514873114,4846223746,0,0.0
analyze,18,1514882,4846271,0,0.0
analyzed,10,15148822,48462714,0,0.0
analyzer,6,15148826,48462712,0,0.0
analyzers,3,151488266,484627124,0,0.0
analyzing,3,151488353,484627385,0,0.0
anaphylactic,4,151638411731,484352647237,0,0.0
anapneo,2,1516525,4843813,0,0.0
anatomical,7,1517553114,4842383746,0,0.0
anatomically,5,151755311448,484238374662,0,0.0
anatomy,19,1517558,4842382,0,0.0
ancestor,19,15126756,48714232,0,0.0
ancestors,64,151267566,487142324,0,0.0
ancestral,14,151267614,487142246,0,0.0
ancestry,11,15126768,48714222,0,0.0
anchor,28,151356,487532,3,0.10714285714285714
anchorage,2,151356132,487532451,0,0.0
anchored,20,15135622,48753214,0,0.0
anchoring,12,151356353,487532385,0,0.0
anchors,7,1513566,4875324,0,0.0
anchovies,4,151357326,487538314,0,0.0
ancient,258,1513257,4873182,26,0.10077519379844961
and,139792,152,484,1673,0.011967780702758384
anda,7,1521,4844,0,0.0
andall,3,152144,484466,0,0.0
andbombyx,2,152155188,484838827,0,0.0
andcracks,2,152161146,484724764,0,0.0
anddead,2,1522212,4844144,0,0.0
anddefence,2,1522222512,4844151871,0,0.0
anddefensive,2,152222256372,484415184381,0,0.0
anddon,3,152255,484438,0,0.0
anderson,30,15226655,48412438,19,0.6333333333333333
andes,3,15226,48414,3,1.0
andgeorge,2,152325632,484513251,0,0.0
andgreat,2,15236217,48452142,0,0.0
andher,2,152326,484512,0,0.0
andhow,2,152358,484531,0,0.0
andi,5,1523,4843,0,0.0
andie,6,15232,48431,2,0.3333333333333333
andif,2,15232,48435,0,0.0
andit,2,15237,48432,0,0.0
andlooked,2,152455422,484633614,0,0.0
andno,3,15255,48483,0,0.0
andnow,2,152558,484831,0,0.0
andoff,2,152522,484355,0,0.0
andover,2,1525726,4843812,2,1.0
andprotective,2,1526657217372,4843232172381,0,0.0
andre,6,15262,48421,6,1.0
andrea,14,152621,484214,13,0.9285714285714286
andreally,2,152621448,484214662,0,0.0
andrew,542,152628,484211,383,0.7066420664206642
andro,3,15265,48423,3,1.0
androgynous,7,15265385576,48423528324,0,0.0
andromeda,18,152655221,484238144,13,0.7222222222222222
androtted,2,152657722,484232214,0,0.0
ands,3,1526,4844,0,0.0
andshe,3,152632,484451,0,0.0
andstar,4,1526716,4844242,0,0.0
andstill,2,15267344,48442366,0,0.0
andthat,7,1527317,4842542,0,0.0
andthe,24,152732,484251,0,0.0
andthen,6,1527325,4842518,0,0.0
andthink,3,15273354,48425386,0,0.0
andthis,2,1527336,4842534,0,0.0
andthose,2,15273562,48425341,0,0.0
andvery,2,1527268,4848122,0,0.0
andwas,3,152816,484144,0,0.0
andwhen,2,1528325,4841518,0,0.0
andy,111,1528,4842,88,0.7927927927927928
andyou,10,152857,484232,0,0.0
anecdote,8,15212572,48174321,0,0.0
anecdotes,14,152125726,481743214,0,0.0
anend,2,15252,48184,0,0.0
anequal,2,1526714,4811246,0,0.0
anerley,3,1526428,4812612,3,1.0
anesthesia,2,1526732631,4814251434,0,0.0
anesthetic,15,1526732731,4814251237,0,0.0
anesthetics,4,15267327316,48142512374,0,0.0
anesthetist,2,15267327367,48142512342,0,0.0
anesthetize,2,15267327382,48142512371,0,0.0
anesthetized,3,152673273822,481425123714,0,0.0
aneurysm,7,15276865,48122248,0,0.0
anew,53,1528,4811,0,0.0
ang,2,153,485,0,0.0
angel,93,15324,48516,38,0.40860215053763443
angela,51,153241,485164,48,0.9411764705882353
angeles,7,1532426,4851614,7,1.0
angelic,6,1532431,4851637,0,0.0
angelika,3,15324341,48516364,3,1.0
angelina,214,15324351,48516384,181,0.8457943925233645
angelo,3,153245,485163,3,1.0
angels,38,153246,485164,3,0.07894736842105263
anger,360,15326,48512,1,0.002777777777777778
